gene_name	mean_length	median_length	max_length
ABCD1P4	604.0	604.0	604
AC137499.1	88.0	88.0	88
PABPC1P9	1612.0	1612.0	1612
SLC9B1P4	1288.0	1288.0	1288
AC137499.2	1338.0	1338.0	1338
CHEK2P4	246.0	246.0	246
AP000547.2	661.0	661.0	661
AP000547.1	617.0	617.0	617
KCNMB3P1	1848.0	1848.0	3389
CCT8L2	2060.0	2060.0	2060
AP000547.4	772.0	772.0	772
FABP5P11	397.0	397.0	397
TPTEP1	1652.375	1248.5	5725
AP000547.3	1467.25	1297.5	2523
AP000365.1	546.0	546.0	546
SLC25A15P5	253.0	253.0	253
PARP4P3	317.0	317.0	317
ANKRD62P1-PARP4P3	892.0	892.0	1181
ANKRD62P1	1623.0	1623.0	1623
AC005301.1	875.0	875.0	875
VWFP1	2907.0	2907.0	2907
AC005301.2	1005.0	1005.0	1005
LINC01665	1313.5	1313.5	1386
XKR3	1690.0	1690.0	1690
HSFY1P1	1279.5	1279.5	1381
GPM6BP3	145.0	145.0	145
AC007064.4	555.0	555.0	555
AC007064.3	359.0	359.0	359
ZNF402P	3100.0	3100.0	3100
AC007064.2	500.0	500.0	500
MTND1P17	204.0	204.0	204
AC007064.1	351.0	351.0	351
AC006548.1	102.0	102.0	102
IGKV1OR22-5	354.0	354.0	354
IGKV2OR22-4	367.0	367.0	367
IGKV2OR22-3	360.0	360.0	360
IGKV3OR22-2	313.0	313.0	313
IGKV1OR22-1	360.0	360.0	360
AC006548.3	852.0	852.0	852
GAB4	1630.0	1844.0	2698
AC006548.2	529.0	529.0	529
VN1R9P	867.0	867.0	867
CECR7	1290.6	568.0	2726
AC006946.2	2855.0	2855.0	2855
AC006946.3	756.0	756.0	756
IL17RA	4586.0	4578.5	8566
AC006946.1	328.0	328.0	328
TMEM121B	4512.5	4512.5	5064
LINC01664	1172.8	1175.0	1481
HDHD5	1646.857142857143	1591.0	3614
HDHD5-AS1	477.5	477.5	616
ADA2	2100.1666666666665	2002.0	4355
AC005300.1	373.0	373.0	373
FAM32BP	333.0	333.0	333
CECR3	1915.0	1915.0	1915
CECR9	199.0	199.0	199
RN7SL843P	297.0	297.0	297
CECR2	4696.5	4808.0	9645
FO681548.1	1132.0	1132.0	1132
CLCP1	388.0	388.0	388
DNAJA1P6	354.0	354.0	354
AC007666.2	1500.0	1500.0	1500
SLC25A18	1447.5	1451.0	2454
AC007666.1	1172.5	1172.5	1838
ATP6V1E1	861.2222222222222	800.0	1333
BCL2L13	3274.4117647058824	4458.0	5062
BID	1493.2666666666667	1879.0	2495
MIR3198-1	80.0	80.0	80
LINC00528	2160.0	2160.0	2160
MICAL3	2818.5	1724.5	9535
AC016026.1	4328.0	4328.0	4328
AC016026.2	991.0	991.0	991
MIR648	94.0	94.0	94
AC016027.3	361.0	361.0	361
AC016027.2	2493.0	2493.0	2493
RHEBP3	351.0	351.0	351
LINC01634	2379.0	2379.0	2379
AC016027.1	1075.0	805.0	1699
PEX26	5387.6	2082.0	18445
AC016027.5	210.0	210.0	210
AC016027.4	277.0	277.0	277
ARL2BPP10	531.0	531.0	531
TUBA8	1438.8	1518.0	2003
AC008079.1	20396.0	20396.0	20396
USP18	1858.0	1858.0	1858
FAM230D	1859.0	1859.0	1859
GGTLC5P	998.0	998.0	998
FAM230J	1679.5	1293.0	3575
AC011718.1	375.0	375.0	375
PPP1R26P3	3800.0	3800.0	3800
FAM230A	1405.0	714.0	3186
AC023490.4	597.5	597.5	820
AC023490.6	358.0	358.0	358
GGTLC3	968.0	968.0	968
AC023490.2	316.0	316.0	316
AC023490.5	470.0	470.0	470
TMEM191B	809.1428571428571	473.0	1886
PI4KAP1	1920.2222222222222	1906.0	2553
AC023490.1	143.0	143.0	143
RN7SKP131	301.0	301.0	301
RIMBP3	6105.0	6105.0	6105
AC023490.3	320.0	320.0	320
SUSD2P2	758.0	758.0	758
AC023490.7	699.0	699.0	699
CA15P2	834.0	834.0	834
PPP1R26P2	3595.0	3595.0	3595
PPP1R26P4	3527.0	3527.0	3527
FAM230E	1709.0	1709.0	1859
GGT3P	1172.5	1041.0	2340
AC008132.2	391.0	391.0	391
E2F6P1	745.0	745.0	745
AC008132.1	2434.0	1728.5	5920
BCRP7	544.0	544.0	544
FAM230F	535.0	535.0	535
AC008103.1	1181.0	1181.0	1181
DGCR6	1401.0	1158.0	3245
AC007326.4	1669.0	1669.0	1669
PRODH	2007.8666666666666	2034.0	4739
AC007326.5	941.3333333333334	1214.0	1382
AC007326.2	7579.0	7579.0	7579
DGCR5	2307.3333333333335	862.0	5492
DGCR9	1930.3333333333333	1299.0	3724
AC007326.3	176.0	176.0	176
AC007326.1	458.0	458.0	458
AC000095.2	154.0	154.0	154
AC000095.1	874.0	874.0	874
DGCR10	495.0	495.0	495
AC000095.3	1719.0	1719.0	1719
CA15P1	905.0	905.0	905
DGCR2	3097.1428571428573	4361.0	4814
AC004461.1	112.0	112.0	112
DGCR11	2214.0	2214.0	2214
AC004461.2	403.0	403.0	403
AC004461.3	803.0	803.0	803
AC004471.1	582.0	582.0	582
AC004471.2	1514.0	1514.0	1514
TSSK1A	768.0	768.0	768
ESS2	2462.25	1954.5	5359
TSSK2	1315.0	1315.0	1315
GSC2	1033.0	1033.0	1033
LINC01311	1445.0	1445.0	1445
SLC25A1	1154.2	1514.0	1598
CLTCL1	2637.25	1704.5	5518
AC000072.1	964.0	964.0	964
AC000081.1	297.0	297.0	297
AC000081.2	94.0	94.0	94
KRT18P62	1287.0	1287.0	1287
AC000085.1	866.0	866.0	866
HIRA	2115.25	1977.5	4053
C22orf39	2009.1666666666667	1750.0	3350
RN7SL168P	279.0	279.0	279
MRPL40	1094.3333333333333	954.0	1387
AC000068.1	2097.0	2097.0	2097
UFD1	1478.7	872.5	5038
AC000068.3	427.0	427.0	427
AC000068.2	460.0	460.0	460
CDC45	1196.7857142857142	980.5	2072
AC000082.1	525.0	525.0	525
CLDN5	2009.75	2058.5	2548
LINC00895	1637.0	1637.0	1637
AC000077.1	953.0	953.0	953
AC000067.1	287.0	287.0	287
SEPTIN5	1325.923076923077	1108.0	2353
AC000093.1	3643.0	3643.0	4113
GP1BB	959.0	959.0	959
TBX1	1360.8333333333333	1501.5	2084
GNB1L	2028.3333333333333	1136.5	6642
AC000089.1	801.0	801.0	801
RTL10	4415.2	6523.0	6785
TXNRD2	1505.952380952381	1854.0	3155
AC000078.1	682.0	682.0	682
COMT	1243.8181818181818	1319.0	2272
MIR4761	82.0	82.0	82
ARVCF	1791.090909090909	2108.0	4056
TANGO2	1374.6153846153845	891.0	3509
MIR185	82.0	82.0	82
AC006547.1	746.5454545454545	805.0	996
AC006547.3	583.0	583.0	583
AC006547.4	250.0	250.0	250
DGCR8	2654.2	3165.0	4695
MIR3618	88.0	88.0	88
MIR1306	85.0	85.0	85
AC006547.2	526.0	526.0	526
TRMT2A	1142.2	851.0	2928
MIR6816	66.0	66.0	66
RANBP1	945.1428571428571	788.0	2177
SNORA77B	125.0	125.0	125
ZDHHC8	1977.857142857143	909.0	5046
CCDC188	1052.0	1052.0	1476
AC007663.2	2228.0	2228.0	2228
LINC00896	1367.5	1367.5	2128
RTN4R	1230.5	1224.5	1973
MIR1286	78.0	78.0	78
AC007663.1	1240.0	1240.0	1240
DGCR6L	1023.0	962.0	1172
AC007663.4	631.0	631.0	631
AC007663.3	465.0	465.0	465
FAM230G	974.0	578.0	1870
AC007731.3	446.0	446.0	446
AC007731.6	1102.0	1102.0	1102
USP41	841.75	998.5	1188
ZNF74	3000.222222222222	3714.0	3900
RNU6-225P	103.0	103.0	103
SCARF2	2420.0	3232.0	3248
AC007731.5	644.0	644.0	644
KLHL22	936.5833333333334	755.5	2528
AC007731.2	1703.0	1703.0	1703
RNY1P9	109.0	109.0	109
AC007731.1	111.0	111.0	111
RN7SL812P	279.0	279.0	279
KRT18P5	1291.0	1291.0	1291
MED15	1387.3870967741937	596.0	4701
AC007731.4	652.0	652.0	652
CCDC74BP1	1123.0	1123.0	1123
SMPD4P1	1618.0	2108.0	2263
IGLL4P	133.0	133.0	133
SLC9A3P2	2021.0	2021.0	2021
ABHD17AP4	909.0	909.0	909
POM121L4P	1589.0	1589.0	1891
BCRP5	253.0	253.0	253
TMEM191A	798.4545454545455	671.0	1961
PI4KA	1512.6666666666667	617.5	6751
SERPIND1	2000.5	2000.5	2203
SNAP29	1970.6666666666667	972.0	4259
AC007308.1	373.0	373.0	373
CRKL	3689.5	3689.5	5342
LINC01637	684.0	684.0	684
AIFM3	1227.1666666666667	697.5	2850
AC002470.2	3442.0	3442.0	3442
AC002470.1	395.0	395.0	395
LZTR1	1831.6818181818182	954.5	4499
THAP7	1341.75	1407.5	1957
THAP7-AS1	1575.25	1491.5	2298
AC002472.2	958.0	958.0	958
TUBA3FP	1826.0	1826.0	1974
P2RX6	1662.888888888889	1834.0	3687
AC002472.3	621.0	621.0	621
SLC7A4	1679.6666666666667	2307.0	2316
AC002472.1	714.0	714.0	714
MIR649	97.0	97.0	97
P2RX6P	412.5	412.5	468
LRRC74B	2475.25	2201.0	4803
TUBA3GP	1325.0	1325.0	1325
AC002472.4	272.0	272.0	272
BCRP2	1835.75	1837.0	3035
AP000550.1	4833.0	4833.0	4833
POM121L7P	2404.0	2404.0	2404
E2F6P2	748.0	748.0	748
FAM230B	1202.5	577.0	3566
AP000550.2	774.0	774.0	774
AP000550.4	268.0	268.0	358
GGT2	2105.5	2105.5	2366
AP000550.3	379.0	379.0	379
E2F6P3	743.0	743.0	743
POM121L8P	1281.0	1281.0	1281
BCRP6	632.0	632.0	632
FAM230H	1475.3333333333333	673.0	3714
AP000552.2	775.0	775.0	775
PPP1R26P5	3664.0	3664.0	3664
LINC01651	458.0	458.0	566
AP000552.6	699.0	699.0	699
AP000552.1	689.0	689.0	689
AP000552.4	320.0	320.0	320
RIMBP3B	6105.0	6105.0	6105
RN7SKP63	301.0	301.0	301
AP000552.3	143.0	143.0	143
AP000552.5	318.0	318.0	318
HIC2	6168.333333333333	6831.0	6940
AP000557.3	317.0	317.0	317
TMEM191C	1150.5714285714287	953.0	2593
PI4KAP2	2120.153846153846	2273.0	3872
AP000557.1	143.0	143.0	143
RN7SKP221	301.0	301.0	301
RIMBP3C	5629.5	5629.5	5784
UBE2L3	3104.5	3017.5	3451
AP000557.2	320.0	320.0	320
YDJC	1386.142857142857	1410.0	1613
CCDC116	1572.0	1913.0	2231
AP000553.3	441.0	441.0	441
SDF2L1	713.0	713.0	825
AP000553.1	1093.0	1093.0	1093
MIR301B	78.0	78.0	78
MIR130B	82.0	82.0	82
AP000553.5	471.0	471.0	471
AP000553.6	54.0	54.0	54
AP000553.7	118.0	118.0	118
AP000553.4	71.0	71.0	71
AP000553.2	430.0	430.0	430
PPIL2	2166.4166666666665	1830.5	4929
YPEL1	1636.75	892.5	4297
AP000553.9	968.0	968.0	968
RN7SL280P	288.0	288.0	288
AP000553.8	1138.0	1138.0	1138
MAPK1	3487.75	1219.0	11022
RNA5SP493	91.0	91.0	91
AC245452.2	392.0	392.0	392
PPM1F	1853.1	616.5	5587
AC245452.1	20054.0	20054.0	37852
TOP3B	1526.1764705882354	736.0	4163
PRAMENP	2117.3333333333335	1869.0	3038
IGLVI-70	390.0	390.0	390
IGLV4-69	419.0	419.0	419
IGLVI-68	345.0	345.0	345
AC245452.5	780.0	780.0	780
AC245452.4	375.0	375.0	375
IGLV10-54	358.0	358.0	365
IGLV10-67	325.0	325.0	325
AC245452.3	162.0	162.0	162
IGLVIV-66-1	460.0	460.0	460
IGLVV-66	341.0	341.0	341
IGLVIV-65	360.0	360.0	360
IGLVIV-64	301.0	301.0	301
IGLVI-63	384.0	384.0	384
IGLV1-62	441.0	441.0	441
AC245517.5	162.0	162.0	162
IGLV8-61	414.0	414.0	414
AC245517.1	1262.0	1262.0	1262
ABHD17AP5	923.0	923.0	923
AC245517.4	281.0	281.0	281
AC245517.3	250.0	250.0	250
IGLV4-60	362.0	362.0	362
AC245517.2	346.0	346.0	346
SOCS2P2	574.0	574.0	574
IGLVIV-59	250.0	250.0	250
IGLVV-58	304.0	304.0	304
BMP6P1	679.0	679.0	679
IGLV6-57	353.0	353.0	353
IGLVI-56	342.0	342.0	342
IGLV11-55	381.0	381.0	381
IGLVIV-53	367.0	367.0	367
TOP3BP1	1380.0	1380.0	1380
AC245060.3	1242.0	1242.0	1242
VPREB1	635.0	635.0	644
AC245060.6	8420.0	8420.0	8420
AC245060.5	3293.0	3293.0	3293
AC245060.2	524.0	524.0	524
AC245060.7	2895.0	2895.0	2895
AC245060.4	1121.0	1121.0	1121
IGLV5-52	379.0	379.0	379
IGLV1-51	389.0	389.0	389
IGLV1-50	405.0	405.0	405
ASH2LP3	1642.0	1642.0	1642
IGLV9-49	409.0	409.0	409
AC245060.1	358.0	358.0	358
IGLV5-48	369.0	369.0	369
IGLV1-47	407.0	407.0	407
ASH2LP2	1561.0	1561.0	1561
IGLV7-46	385.0	385.0	385
AC245291.3	292.0	292.0	292
IGLV5-45	397.0	397.0	397
IGLV1-44	467.0	467.0	467
IGLV7-43	385.0	385.0	385
IGLVI-42	381.0	381.0	381
IGLVVII-41-1	151.0	151.0	151
IGLV1-41	406.0	406.0	406
IGLV1-40	407.0	407.0	407
ASH2LP1	985.0	985.0	985
IGLVI-38	385.0	385.0	385
IGLV5-37	374.0	374.0	374
IGLV1-36	393.0	393.0	393
AC245291.2	1651.0	1651.0	1651
IGLV7-35	340.0	340.0	340
AC245291.1	328.0	328.0	328
ZNF280B	4334.666666666667	3981.0	5309
ZNF280A	2148.0	2148.0	2148
PRAME	1406.857142857143	815.5	2831
AC246793.1	3111.0	3111.0	3111
IGLV2-34	283.0	283.0	283
IGLV2-33	412.0	412.0	412
IGLV3-32	383.0	383.0	383
IGLV3-31	297.0	297.0	297
IGLV3-30	298.0	298.0	298
BCRP4	804.0	804.0	804
AC244250.4	2412.0	2412.0	2412
POM121L1P	1884.5	1884.5	1934
GGTLC2	746.4444444444445	895.0	1047
IGLV3-29	244.0	244.0	244
IGLV2-28	304.0	304.0	304
IGLV3-27	377.0	377.0	377
IGLV3-26	302.0	302.0	302
IGLVVI-25-1	249.0	249.0	249
IGLV3-25	380.0	380.0	380
AC244250.2	148.0	148.0	148
AC244250.1	451.0	451.0	451
IGLV3-24	197.0	197.0	197
IGLV2-23	502.0	502.0	502
IGLVVI-22-1	211.0	211.0	211
IGLV3-22	409.0	409.0	409
IGLV3-21	602.0	602.0	602
IGLVI-20	130.0	130.0	130
IGLV3-19	377.0	377.0	377
AC244250.3	366.0	366.0	366
IGLV2-18	367.0	367.0	367
IGLV3-17	244.0	244.0	244
IGLV3-16	385.0	385.0	385
IGLV3-15	244.0	244.0	244
IGLV2-14	402.0	402.0	402
IGLV3-13	223.0	223.0	223
IGLV3-12	356.0	356.0	356
AC244157.1	163.0	163.0	163
AC244157.2	1006.0	1006.0	1006
IGLV2-11	400.0	400.0	400
AC245028.3	285.0	285.0	285
IGLV3-10	382.0	382.0	382
AC245028.1	256.0	256.0	256
IGLV3-9	461.0	461.0	461
IGLV2-8	517.0	517.0	517
MIR650	96.0	96.0	96
AC245028.2	253.0	253.0	253
IGLV3-7	271.0	271.0	271
IGLV3-6	250.0	250.0	250
IGLV2-5	277.0	277.0	277
IGLV3-4	244.0	244.0	244
IGLV4-3	403.0	403.0	403
IGLV3-2	229.0	229.0	229
IGLV3-1	398.0	398.0	398
MIR5571	113.0	113.0	113
IGLL5	1172.3333333333333	1300.0	1335
IGLJ1	127.0	127.0	127
IGLC1	460.0	460.0	460
IGLJ2	175.0	175.0	175
IGLC2	462.0	462.0	462
IGLJ3	176.0	176.0	176
IGLC3	462.0	462.0	462
IGLJ4	33.0	33.0	33
IGLC4	248.0	248.0	248
IGLJ5	72.0	72.0	72
IGLC5	293.0	293.0	293
IGLJ6	70.0	70.0	70
IGLC6	317.0	317.0	317
IGLJ7	46.0	46.0	46
IGLC7	441.0	441.0	441
AC245054.2	319.0	319.0	319
AC245054.1	258.0	258.0	258
RSPH14	646.8	519.0	1188
GNAZ	1467.6666666666667	652.0	3170
AC000029.2	276.0	276.0	276
AC000029.1	60.0	60.0	60
RAB36	1772.6666666666667	936.0	3828
BCR	1642.4666666666667	658.0	6783
BCRP8	255.0	255.0	255
RN7SL263P	290.0	290.0	290
FBXW4P1	2239.0	2239.0	2239
AP000343.1	385.0	385.0	385
LINC02556	346.0	346.0	346
CES5AP1	626.2	649.0	974
ZDHHC8P1	1653.0	1736.0	2382
AP000344.2	1202.0	1202.0	1202
LINC01659	627.0	627.0	917
AP000344.1	463.3333333333333	586.0	641
FAM230I	1578.0	1578.0	1578
AP000345.3	967.0	967.0	967
LINC02557	477.0	477.0	477
PCAT14	1996.0	1077.0	3935
AP000345.1	501.0	501.0	569
IGLL1	751.0	716.0	883
AP000345.2	1081.0	1081.0	1081
AP000346.4	381.0	381.0	381
DRICH1	993.5	993.5	1300
AP000346.3	210.0	210.0	210
AP000346.1	1087.0	1087.0	1087
GUSBP11	2469.9	2548.0	5858
AP000346.2	644.5	644.5	906
ASLP1	637.0	637.0	637
AP000347.1	1086.3333333333333	601.0	5004
RGL4	2358.8	2652.5	3779
ZNF70	6940.0	6940.0	6940
VPREB3	535.0	535.0	567
C22orf15	953.0	681.0	2021
CHCHD10	646.0	494.0	1171
MMP11	1163.2307692307693	703.0	3823
SMARCB1	1901.5714285714287	1717.0	5210
DERL3	1193.3	807.5	3525
AP000350.5	613.0	613.0	613
SLC2A11	1497.9130434782608	1048.0	3264
AP000350.4	788.0	788.0	788
AP000350.7	8030.0	8030.0	8030
RN7SL268P	298.0	298.0	298
MIF	527.0	557.0	589
MIF-AS1	1476.0	1476.0	1476
AP000350.6	5637.0	5637.0	5637
AP000350.2	1763.0	1763.0	1763
AP000350.1	532.0	532.0	532
AP000350.3	289.0	289.0	289
GSTT2B	959.0	959.0	1099
AC253536.2	254.0	254.0	254
DDTL	1582.0	1582.0	1582
AC253536.6	663.0	663.0	663
DDT	651.1666666666666	622.0	1048
AC253536.7	805.0	805.0	805
AC253536.1	699.0	699.0	699
AC253536.5	347.0	347.0	347
GSTT2	1077.6666666666667	1112.0	1184
GSTT4	969.5	820.5	1788
AC253536.4	267.0	267.0	267
CABIN1	2696.6428571428573	1046.0	7480
AC253536.3	558.0	558.0	558
SUSD2	4055.0	4055.0	4938
GGT5	2134.0	2371.0	4020
GGTLC4P	675.0	675.0	675
POM121L9P	2357.6666666666665	1285.0	5018
BCRP1	691.0	691.0	691
AP000354.1	456.0	456.0	456
SPECC1L	3469.25	3045.0	6763
SPECC1L-ADORA2A	6204.0	6204.0	6204
ADORA2A	1222.0666666666666	691.0	2736
ADORA2A-AS1	1798.75	1697.0	2557
UPB1	2474.4	3047.0	3823
AP000355.1	480.0	480.0	480
GUCD1	1459.1538461538462	865.0	3613
SNRPD3	1525.6666666666667	567.0	3466
GGT1	1165.7096774193549	853.0	2834
LRRC75B	1501.375	1325.0	2943
AP000356.1	364.0	364.0	364
BCRP3	1239.0	1239.0	1457
AP000356.4	172.0	172.0	172
AP000356.3	710.6666666666666	753.0	778
AP000356.2	4634.0	4634.0	4634
POM121L10P	1285.0	1285.0	1285
ARL5AP4	512.0	512.0	512
AP000357.1	1165.0	1165.0	1165
AP000357.2	597.0	597.0	597
AP000358.1	156.0	156.0	156
CRIP1P4	229.0	229.0	229
PIWIL3	3199.0	3111.0	3504
SGSM1	4387.5	4826.5	6643
AL049759.1	68.0	68.0	68
TMEM211	894.3333333333334	866.0	1122
KIAA1671	6334.166666666667	6448.0	10490
AL022323.2	5388.0	5388.0	5388
AL022323.4	2059.0	2059.0	2059
AL022323.1	3000.0	3000.0	3000
AL022323.3	13120.0	13120.0	13120
KIAA1671-AS1	957.0	957.0	957
Z99916.2	246.0	246.0	246
CRYBB3	728.0	728.0	855
Z99916.1	1173.0	1173.0	1280
CRYBB2	894.0	894.0	1019
Z99916.3	1080.0	1080.0	1080
AL022332.1	427.0	427.0	428
AL022324.4	959.0	959.0	959
AL022332.2	190.0	190.0	190
IGLL3P	434.0	434.0	434
AL022324.1	663.0	663.0	663
AL022324.2	780.0	780.0	780
LRP5L	1731.9	1668.5	3605
AL022324.3	747.0	747.0	747
AL008721.1	604.0	604.0	604
IGLVIVOR22-1	397.0	397.0	397
CRYBB2P1	1445.8333333333333	1462.0	2819
MIR6817	66.0	66.0	66
AL008721.2	3754.0	3754.0	3754
AL022329.1	721.1666666666666	710.5	1011
GRK3	4269.0	2873.0	9277
AL022329.2	660.0	660.0	660
YES1P1	1628.0	1628.0	1628
RNA5SP494	129.0	129.0	129
MYO18B	4348.4	4065.5	8565
AL022329.3	352.0	352.0	352
MYO18B-AS1	783.4285714285714	760.0	1575
Z98949.2	472.0	472.0	472
RN7SKP169	291.0	291.0	291
Z98949.1	144.0	144.0	144
LINC02559	188.0	188.0	188
AL022337.1	1184.0	1109.0	1534
SEZ6L	3645.9	3260.5	6584
AL080273.1	535.0	535.0	535
RNA5SP495	110.0	110.0	110
Z99714.1	807.0	807.0	807
ASPHD2	3370.0	3370.0	3370
HPS4	2321.9444444444443	1928.0	6136
SRRD	1765.0	668.0	4020
TFIP11	1353.6470588235295	595.0	3539
Z95115.1	1506.5	1506.5	2032
TPST2	1461.111111111111	586.0	5653
MIR548J	112.0	112.0	112
HMGB1P10	563.0	563.0	563
Z95115.2	1383.0	1383.0	1383
CRYBB1	679.0	679.0	1041
CRYBA4	725.5	725.5	809
ISCA2P1	448.0	448.0	448
MIAT	2372.310344827586	911.0	10143
Z99774.5	135.0	135.0	135
Z99774.1	2613.0	2613.0	2613
Z99774.4	149.0	149.0	149
Z99774.2	85.0	85.0	85
MIATNB	965.6	706.0	2578
Z99774.3	377.0	377.0	377
LINC01422	2221.714285714286	1484.0	6043
Z97353.1	578.0	578.0	578
Z97353.2	675.0	675.0	841
AL008638.3	5182.0	5182.0	5182
RNU6-1066P	105.0	105.0	105
AL008638.5	1298.0	1298.0	1298
AL008638.4	1315.0	1315.0	1315
AL008638.2	1790.0	1790.0	2383
AL008638.6	4254.0	4254.0	4254
AL008638.1	473.0	473.0	473
AL021153.1	308.0	308.0	308
LINC01638	581.4	570.0	637
AL020994.3	274.0	274.0	274
AL020994.1	578.0	578.0	578
LINC02554	2438.25	1825.5	5052
AL020994.2	875.0	733.0	1321
AL049536.1	599.5	599.5	744
AL050402.2	856.0	856.0	856
AL050402.1	770.0	770.0	770
AL133456.1	577.0	577.0	577
AL121885.2	819.0	819.0	819
AL121885.3	115.0	115.0	115
AL121885.1	451.0	451.0	451
MN1	2996.6666666666665	620.0	7814
PITPNB	1321.0	786.0	2963
TTC28-AS1	2863.5833333333335	3159.5	6834
AL031591.2	162.0	162.0	162
MIR3199-1	88.0	88.0	88
MIR3199-2	86.0	86.0	86
AL031591.1	157.0	157.0	157
TTC28	3346.5	659.0	11795
AL033538.1	181.0	181.0	181
AL033538.2	112.0	112.0	112
RN7SL757P	301.0	301.0	301
AL023281.2	68.0	68.0	68
AL023281.1	97.0	97.0	97
MIR5739	80.0	80.0	80
RN7SL162P	292.0	292.0	292
CHEK2	1201.4814814814815	1224.0	2560
HSCB	799.75	819.0	1106
CCDC117	2287.3333333333335	2396.0	3964
XBP1	1568.857142857143	1794.0	2173
Z93930.2	397.0	409.0	516
Z93930.3	749.0	749.0	749
Z93930.1	245.0	245.0	245
ZNRF3	4139.0	2878.0	6872
ZNRF3-IT1	674.0	674.0	674
ZNRF3-AS1	2170.0	2170.0	2170
C22orf31	995.0	995.0	995
KREMEN1	1978.3333333333333	997.0	6138
AL021393.1	539.0	539.0	539
RNU6-810P	107.0	107.0	107
RNU6-1219P	112.0	112.0	112
EMID1	1220.1818181818182	790.0	2128
RHBDD3	1067.857142857143	900.0	1777
AL031186.1	385.0	385.0	385
EWSR1	1868.5	1903.5	7285
GAS2L1	1782.3	2020.5	3382
RASL10A	1062.75	996.5	1720
AC002059.1	477.0	477.0	477
AP1B1	2646.3636363636365	2935.0	4176
AC002059.2	110.0	110.0	110
SNORD125	96.0	96.0	96
AC002059.3	975.5	975.5	1648
AC000041.1	175.0	175.0	175
RFPL4AP6	846.0	846.0	846
RFPL1S	1761.375	1339.0	5903
RFPL1	1496.0	1496.0	1496
NEFH	3795.0	3795.0	3795
AC000035.1	343.0	343.0	343
THOC5	1563.1176470588234	909.0	4753
AC005529.1	289.0	289.0	289
NIPSNAP1	829.1666666666666	630.5	2013
NF2	3033.733333333333	2478.0	5995
RPEP4	602.0	602.0	602
AC004882.2	487.0	487.0	590
AC004882.3	244.0	244.0	244
CABP7	3334.0	3334.0	3334
ZMAT5	1706.5	1706.5	2468
AC004882.1	102.0	102.0	102
AC004882.4	777.0	777.0	777
UQCR10	750.0	750.0	916
ASCC2	984.1304347826087	562.0	2823
MTMR3	2735.6666666666665	634.5	8906
RNU6-331P	107.0	107.0	107
AC003681.1	49287.0	49287.0	49287
MIR6818	65.0	65.0	65
HORMAD2-AS1	736.3333333333334	727.0	902
CNN2P1	918.0	918.0	918
HORMAD2	1274.75	1277.5	2115
AC003071.2	315.0	315.0	315
AC003071.1	789.0	789.0	789
AC002378.1	2210.0	2210.0	2210
LIF-AS1	808.0	808.0	808
LIF	2231.5	2231.5	3871
AC004264.1	794.0	794.0	794
OSM	1109.6666666666667	1000.0	1865
AC004264.2	1737.0	1737.0	1737
CASTOR1	845.7857142857143	793.5	1623
AC004997.1	1847.0	1818.0	1974
TBC1D10A	1918.4	1891.5	5562
SF3A1	1059.1	588.0	5090
CCDC157	2158.714285714286	1759.0	4789
RNF215	1570.7	555.0	8141
SEC14L2	1251.0588235294117	707.0	4207
AC004832.3	1012.0	872.0	1470
AC004832.5	401.0	401.0	401
RNU6-564P	104.0	104.0	104
AC004832.4	331.0	331.0	331
MTFP1	804.1666666666666	825.0	1133
AC004832.6	700.0	700.0	704
AC004832.2	482.0	482.0	482
SEC14L3	1855.4285714285713	1964.0	2474
AC004832.1	840.0	876.0	1018
SDC4P	601.0	601.0	601
SEC14L4	2313.0	2537.0	2575
SEC14L6	2090.0	2090.0	3392
SIRPAP1	1770.0	1770.0	1770
GAL3ST1	961.3181818181819	647.5	1909
PES1	1413.3076923076924	999.0	2760
AC005006.1	249.0	249.0	249
TCN2	1406.4285714285713	1870.0	2192
SLC35E4	2232.0	2081.0	2585
DUSP18	1428.6	1231.5	2920
AC003072.1	612.0	612.0	612
AC003072.2	335.0	335.0	335
OSBP2	2020.7368421052631	2468.0	4261
MIR3200	85.0	85.0	85
EIF4HP2	563.0	563.0	563
MORC2-AS1	1453.0	1681.5	2274
MORC2	2126.6666666666665	788.5	5657
TUG1	3964.6	4210.5	7469
AC004542.5	145.0	145.0	145
AC004542.4	87.0	87.0	87
AC004542.6	237.0	237.0	237
AC004542.3	181.0	181.0	181
AC004542.2	546.0	546.0	546
AC004542.1	264.0	264.0	264
AC005005.4	16698.0	16698.0	16698
RN7SL633P	297.0	297.0	297
SMTN	1711.4166666666667	735.5	5080
AC005005.3	1410.0	1410.0	1410
SELENOM	802.9	691.5	2070
AC005005.2	380.0	380.0	380
INPP5J	1993.5384615384614	2215.0	3512
PLA2G3	2600.0	2600.0	2600
AC005005.1	682.0	682.0	682
MIR3928	58.0	58.0	58
RNF185	2335.4285714285716	2946.0	3315
RNF185-AS1	353.0	353.0	353
LIMK2	1842.888888888889	1042.0	3667
RNU6-1128P	109.0	109.0	109
AC002073.1	102.0	102.0	102
PIK3IP1	2014.1666666666667	2397.0	3030
PIK3IP1-AS1	488.0	488.0	554
RNA5SP496	109.0	109.0	109
PATZ1	2716.1666666666665	3077.0	3895
LINC01521	1232.0	1232.0	1943
RNU6-338P	105.0	105.0	105
DRG1	675.2857142857143	612.0	1665
